company,location,title scraped for,Country,State,age,Position,upper_salary,lower_salary,payment_frequency,year_of_exp,contract_type,eligibility,title_cleaned,skills_list
Tek Experts,Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,6.0,,undergraduate,Senior Front End  Developer,"['CSS', 'client', 'UI', 'UX', 'js', 'ML', 'R', 'D', 'C', 'Excel', 'HTML', 'Java']"
eHealth4everyone,Abuja,Web Developer,Nigeria,Abuja,,Mid-Level,,,,1.0,,,Python Web Developer,"['Flask', 'MySQL', 'Django', 'Mercurial', 'SQL', 'Python', 'Git', 'R', 'D', 'C']"
Motocheck,Lagos,Web Developer,Nigeria,Lagos,,,,,,3.0,,,Mobile App Developer,"['D', 'R']"
Incentive Games Limited,Lagos,Web Developer,Nigeria,Lagos,,,,,,4.0,Full-time,undergraduate,Full Stack Developer,"['jQuery', 'MySQL', 'CSS', 'client', 'SQL', 'PHP', 'ML', 'D', 'PostgreSQL', 'C', 'Excel', 'HTML', 'Java']"
Canonical - Jobs,Lagos,Web Developer,Nigeria,Lagos,,,,,,4.0,,undergraduate,Project Manager   Web Design and Engineering,"['UX', 'R', 'D', 'C', 'Excel']"
IntelFort Limited,Lagos,Web Developer,Nigeria,Lagos,,,,,,1.0,Full-time,,Software Developer,"['MySQL', 'Go', 'CSS', 'SQL', 'Python', 'PHP', 'ML', 'R', 'MongoDB', 'D', 'server', 'C', 'Excel', 'HTML', 'Java']"
BORN Group,Cross River,Web Developer,Nigeria,Cross River,,,,,,1.0,,,FED Architect,"['CSS', 'client', 'Node.js', 'UX', 'Git', 'js', 'ML', 'R', 'SEO', 'SAS', 'C', 'UI', 'HTML', 'Java']"
Mitiget Assurance and Technology Services Limited,Lagos,Web Developer,Nigeria,Lagos,,,,,,4.0,Full-time,undergraduate,Software Developer,"['MySQL', 'R', 'server', 'Object-Oriented Programming', 'client', 'UX', 'UI', 'CSS', 'Django', 'SOAP', 'SQL', 'ML', 'Java', 'Go', 'asp', '.net', 'Python', 'PHP', 'D', 'C', 'HTML']"
Motocheck,Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,5.0,,,Senior Frontend Engineer,['R']
Canonical - Jobs,Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,5.0,,undergraduate,Senior UX Designer,"['UX', 'R', 'D', 'C', 'Excel']"
SOSAI Renewable Energies Company,Kaduna,Web Developer,Nigeria,Kaduna,,,,,,3.0,,undergraduate,Mobile Application Developer,"['D', 'C', 'C++', 'Excel', 'Swift', 'Java']"
Agrandi Technologies,Ibadan,Web Developer,Nigeria,Ibadan,,,,100000.0,Monthly,1.0,,,Junior Frontend Developer,"['CSS', 'client', 'Git', 'R', 'D', 'SAS', 'C', 'Java']"
Anyjob Limited,Lagos,Web Developer,Nigeria,Lagos,,,,200000.0,Monthly,,,,Backend developer,"['CSS', 'Python', 'PHP', 'ML', 'R', 'D', 'C', 'Excel', 'HTML', 'Java']"
SOFTWARE BUSINESS SOLUTIONS CONSULTING,Lagos,Web Developer,Nigeria,Lagos,,,,,,3.0,Full-time,,FRONTEND DEVELOPER,"['jQuery', 'Go', 'CSS', 'client', 'SOAP', 'Git', 'ML', 'R', 'SEO', 'D', 'SAS', 'C', 'server', 'UI', 'HTML', 'Java']"
Anyjob Limited,Lagos,Web Developer,Nigeria,Lagos,,,,200000.0,Monthly,3.0,,,Mobile app developer,"['flutter', 'R', 'D', 'C', 'Java']"
Bincom Dev Center,Lagos,Web Developer,Nigeria,Lagos,,,,25000.0,Monthly,1.0,,,PHP/MySQL Developer Intern,"['C', 'R']"
Mkobo MFB,Lagos,Web Developer,Nigeria,Lagos,,,,200000.0,Monthly,5.0,Full-time,undergraduate,Product Designer,"['Marketing', 'User Research', 'Vi', 'asp', 'A/B testing', 'api', 'UX', 'R', 'InVision', 'D', 'C', 'Excel', 'UI']"
Tek Experts,Lagos,Web Developer,Nigeria,Lagos,,,,,,2.0,,undergraduate,Learning Content Developer,"['CSS', 'Python', 'UX', 'ML', 'R', 'C', 'HTML', 'Java']"
SOFTWARE BUSINESS SOLUTIONS CONSULTING,Lagos,Web Developer,Nigeria,Lagos,,,,,,3.0,Full-time,,FULLSTACK DEVELOPER,"['Go', 'CSS', 'SQL', 'UI', '.NET', 'Git', 'C#', 'ML', 'R', 'SEO', 'D', 'server', 'C', 'Docker', 'HTML', 'Java']"
Software business solutions consulting,Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,5.0,Full-time,postgraduate,ASP.NET MVC DEVELOPER,['R']
Mustard Stone Technologies Limited,Lagos,Web Developer,Nigeria,Lagos,,,,,,5.0,Full-time,,Frontend Software Developer,"['client', 'Vi', 'DOM', 'Git', 'Optimization', 'R', 'D', 'C']"
SOFTWARE BUSINESS SOLUTIONS CONSULTING,Abeokuta,Web Developer,Nigeria,Abeokuta,,Senior Level,,,,,Full-time,postgraduate,Senior backend developer,['R']
Tavia Technologies Limited,Ikeja,Web Developer,Nigeria,Ikeja,,Senior Level,,200000.0,Monthly,,Full-time,undergraduate,Software Engineer with DevOps,"['MySQL', 'R', 'server', 'Excel', 'Docker', 'Redis', 'PostgreSQL', 'CSS', 'DevOps', 'SQL', 'XML', 'AWS', 'ML', 'C++', 'Java', 'Go', 'asp', 'Python', 'Git', 'PHP', 'C#', 'D', 'C', 'HTML']"
Connected Analytics (ThankUCash),Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,,,postgraduate,Senior Frontend Developer,"['MySQL', 'Redis', 'WCF', 'CSS', 'DevOps', 'SQL', 'UI', 'UX', 'C#', 'ML', 'R', 'MongoDB', 'D', 'PostgreSQL', 'C', 'Excel', 'HTML', 'Java']"
MetaMap,Nigeria,Web Developer,Nigeria,Nigeria,,,,,,5.0,,,Solutions Engineer   Africa,['R']
Adexen,Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,5.0,,undergraduate,App Developer,['R']
Canonical - Jobs,Lagos,Web Developer,Nigeria,Lagos,,,,,,5.0,,undergraduate,Identity Platform Engineering Manager   Python/Go,"['Go', 'Python', 'OpenID', 'ML', 'D', 'C']"
ICE COMMERCIAL POWER,Lagos,Web Developer,Nigeria,Lagos,,,,200000.0,Monthly,3.0,Contract,,FRONT END DEVELOPER,"['jQuery', 'Go', 'CSS', 'ML', 'R', 'SEO', 'D', 'server', 'C', 'Excel', 'HTML', 'Java']"
Global SJX Limited,Lagos,Web Developer,Nigeria,Lagos,,,,250000.0,Monthly,3.0,,undergraduate,Fullstack Developer,"['D', 'Project Management']"
Bincom Dev Center,Lagos,Web Developer,Nigeria,Lagos,,,,25000.0,Monthly,3.0,,,Python Developer Intern,"['C', 'R', 'Software development']"
Parkway Projects Limited,Yaba,Web Developer,Nigeria,Yaba,,,250000.0,200000.0,Monthly,2.0,,undergraduate,UI/UX Designer,"['jQuery', 'CSS', 'UI', 'UX', 'ML', 'R', 'C', 'Excel', 'HTML', 'Java']"
Software business solutions consulting,Lagos,Web Developer,Nigeria,Lagos,,,,,,3.0,Full-time,,Java Developer,"['Go', 'R', 'D', 'C', 'Excel', 'Java']"
Software Business Solutions Consulting,Lagos,Web Developer,Nigeria,Lagos,,,,,,3.0,,undergraduate,AngularJS Developer,"['CSS', 'angular', 'ML', 'R', 'D', 'C', 'Excel', 'HTML', 'Java']"
TERAWORK,Lagos,Web Developer,Nigeria,Lagos,,,,,,4.0,,,Java Developer,['R']
Veegil Media,Lagos,Web Developer,Nigeria,Lagos,,Mid-Level,,1200000.0,Yearly,5.0,,undergraduate,Fullstack Developer,"['DevOps', 'api', 'R', 'server', 'D', 'C']"
Sloovi,Lagos,Web Developer,Nigeria,Lagos,,,250000.0,200000.0,Monthly,,Full-time,,Full stack Developer,['R']
miedo and sons,Abuja,Web Developer,Nigeria,Abuja,,,100000.0,20000.0,Monthly,,,postgraduate,JOB VACANCY FOR A GOOD AND PROFESSIONAL WORDPRESS DEVELOPER,"['jQuery', 'Go', 'CSS', 'Mercurial', 'JSON', 'Git', 'PHP', 'XML', 'ML', 'R', 'C', 'HTML', 'Java']"
Penciledge Limited,Lagos,Web Developer,Nigeria,Lagos,,,,,,,Full-time,undergraduate,Full stack Web Development   Hybrid,"['C', 'BA']"
Veegil Media,Lagos,Web Developer,Nigeria,Lagos,,Mid-Level,,1200000.0,Yearly,,,,Mobile Developer,"['Swift', 'CSS', 'Vi', 'UI', 'HTML', 'UX', 'Git', 'ML', 'R', 'InVision', 'D', 'C', 'Excel', 'Creative', 'Java']"
SMARTFLOW TECHNOLOGIES LIMITED,Lagos,Web Developer,Nigeria,Lagos,,,,,,,Full-time,,Software Engineer,"['MySQL', 'Go', 'Django', 'client', 'SQL', 'Python', 'api', 'Git', 'AWS', 'js', 'R', 'server', 'D', 'PostgreSQL', 'C', 'Excel', 'Redis']"
Azenia,Lagos,Web Developer,Nigeria,Lagos,,,,,,5.0,,,Frontend Mobile Developer,"['D', 'Go']"
Decagon,Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,7.0,Contract,,Senior Software Engineer,"['MySQL', 'client', 'SQL', 'Javascript', 'Python', 'can-do attitude', 'R', 'D', 'C', 'Docker', 'Java']"
Barloworld Equipment,Zamfara,Web Developer,Nigeria,Zamfara,,,,,,10.0,,,Solution Architect,"['C', 'R']"
Decagon,Lagos,Web Developer,Nigeria,Lagos,,,,,,8.0,Contract,postgraduate,Core Banking Engineer,"['MySQL', 'SDLC', 'Excel', 'SQL', 'Git', 'R', 'D', 'C', 'Docker', 'Java']"
Azenia,Lagos,Web Developer,Nigeria,Lagos,,,,,,5.0,,,Backend Developer,"['D', 'Go']"
Software business solutions consulting,Lagos,Web Developer,Nigeria,Lagos,,,,,,6.0,Full-time,,DOTNET DEVELOPER,"['client', 'F#', 'SQL', '.NET', 'C#', 'R', 'D', 'C', 'Excel']"
Prospa,Lagos,Web Developer,Nigeria,Lagos,,,,,,6.0,,,UI/UX Designer,"['Go', 'Vi', 'UX', 'InVision', 'D', 'C', 'UI']"
Software business solutions consulting,Lagos,Web Developer,Nigeria,Lagos,,,,,,4.0,Full-time,undergraduate,REACT FRONT END DEVELOPER,"['Go', 'CSS', 'js', 'ML', 'R', 'C', 'Excel', 'HTML', 'Java']"
Moove,Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,6.0,,,Quality Assurance Automation Engineer,"['Go', 'CSS', 'api', 'Documentation', 'Git', 'R', 'D', 'C', 'Excel', 'UI', 'Java']"
Connected Analytics (ThankUCash),Lagos,Web Developer,Nigeria,Lagos,,,,,,6.0,,,Frontend Developer,[]
Connected Analytics (ThankUCash),Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,7.0,,,Senior .Net Developer,"['MySQL', 'WCF', 'DevOps', 'SQL', '.NET', 'C#', 'R', 'server', 'D', 'PostgreSQL', 'C', 'Excel']"
Connected Analytics (ThankUCash),Lagos,Web Developer,Nigeria,Lagos,,Mid-Level,,,,3.0,,,Junior .Net Developer,"['MySQL', 'WCF', 'DevOps', 'SQL', '.NET', 'C#', 'R', 'server', 'D', 'PostgreSQL', 'C', 'Excel']"
Microverse,Lagos,Web Developer,Nigeria,Lagos,,Mid-Level,,,,,,postgraduate,Technical Curriculum Developer,"['Node.js', 'js', 'R', 'D', 'C', 'Excel', 'Java']"
ECSCORP AND COMPANY,Lagos,Web Developer,Nigeria,Lagos,,,,,,,Full-time,undergraduate,REACT.JS DEVELOPER,"['Go', 'CSS', 'Javascript', 'js', 'ML', 'R', 'D', 'C', 'Excel', 'HTML', 'Java']"
Connected Analytics (ThankUCash),Lagos,Web Developer,Nigeria,Lagos,,,,,,5.0,,,Automation Tester,"['Go', 'client', 'Flexible', 'Leadership', 'SQL', 'Python', 'C#', 'Objective-C', 'R', 'D', 'C', 'Excel', 'Java']"
Transquisite Consulting Group,Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,5.0,,undergraduate,Senior Backend Software Developer,['D']
Canonical - Jobs,Lagos,Web Developer,Nigeria,Lagos,,,,,,,,undergraduate,"Engineering Manager, Ubuntu Server Distribution","['Go', 'Flexible', 'R', 'D', 'C']"
Canonical - Jobs,Lagos,Web Developer,Nigeria,Lagos,,,,,,,,undergraduate,"Engineering Manager, Ubuntu Server   Ubuntu Pro","['Go', 'Flexible', 'R', 'D', 'C']"
Canonical - Jobs,Lagos,Web Developer,Nigeria,Lagos,,,,,,,,undergraduate,"Engineering Manager, Ubuntu Server   cloud init","['Go', 'Flexible', 'R', 'D', 'C']"
The Concept Group,Lagos,Web Developer,Nigeria,Lagos,,,,,,3.0,,,Mobile Application Developer,"['D', 'R', 'Swift', 'Java']"
YNV Group,Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,2.0,,undergraduate,.Net Developer,"['Go', 'CSS', 'Vi', 'JSON', 'SQL', 'UI', '.NET', 'XML', 'js', 'C#', 'ML', 'R', 'D', 'C', 'Excel', 'HTML']"
Structure Financial,Lagos,Web Developer,Nigeria,Lagos,,,,,,2.0,,,Digital Designer,"['C', 'api', 'R']"
Canonical - Jobs,Lagos,Web Developer,Nigeria,Lagos,,,,,,,,undergraduate,Software Engineer   OpenStack,"['Go', 'Python', 'ML', 'R', 'server', 'D', 'C']"
eHealth Systems Africa,Kano,Web Developer,Nigeria,Kano,,Senior Level,,,,5.0,,undergraduate,"Senior Coordinator, Software Engineering","['Go', 'Django', 'Databases', 'SQL', 'Python', 'Git', 'js', 'R', 'D', 'C', 'NoSQL', 'Java']"
Okra,Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,5.0,,,Senior QA Engineer,"['C', 'R', 'Java']"
"Spiff, Inc.",Cross River,Web Developer,Nigeria,Cross River,,,,,,3.0,,,Ruby/Rails Backend Engineer   Costa Rica,['R']
"Spiff, Inc.",Cross River,Web Developer,Nigeria,Cross River,,,,,,3.0,,,Salesforce Developer   Costa Rica,['R']
FlexiSAF,Abuja,Web Developer,Nigeria,Abuja,,Mid-Level,,,,2.0,,,Mid Level UI/UX Designer,"['CSS', 'ML', 'D', 'C', 'Creative', 'UI', 'HTML', 'Java']"
ipNX,Lagos,Web Developer,Nigeria,Lagos,,,,,,2.0,,undergraduate,System Analyst/Developer,"['Subversion', 'R', 'server', 'problem solver', 'api', 'UX', 'UI', 'Ruby on Rails', 'CSS', 'Perl', 'XML', 'ML', 'Java', 'Go', 'Python', 'Git', 'PHP', 'D', 'C', 'HTML']"
Lox Corporate Services,Lagos,Web Developer,Nigeria,Lagos,,,300000.0,150000.0,Monthly,1.0,,,Mobile app developer,"['UX', 'Analytical Skills', 'R', 'C', 'UI']"
Okra,Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,5.0,,,Senior Full Stack Engineer,"['SQL', 'api', 'R', 'MongoDB', 'D', 'Javascript', 'NoSQL', 'Java']"
ByteWorks,Abuja+1 location,Web Developer,Nigeria,Abuja+1 location,,,,,,2.0,,undergraduate,Java Software Developer,"['SDLC', 'CSS', 'client', 'SQL', 'Python', 'Git', 'ML', 'R', 'D', 'C', 'Docker', 'NoSQL', 'HTML', 'Java']"
Okra,Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,5.0,,,"Senior Software Engineer, Core Services","['SQL', 'R', 'MongoDB', 'D', 'NoSQL']"
The House of Sounds,Lagos,Web Developer,Nigeria,Lagos,,,,,,3.0,,postgraduate,Back end Developer,"['CSS', 'Node.js', 'js', 'ML', 'D', 'C', 'Excel', 'HTML', 'Java']"
Transquisite Consulting Group,Lagos,Web Developer,Nigeria,Lagos,,Mid-Level,,,,4.0,,undergraduate,Full Stack WordPress Developer,"['jQuery', 'CSS', 'PHP', 'ML', 'R', 'SEO', 'D', 'C', 'UI', 'HTML', 'Java']"
Spearhead Software Solutions Limited,Lagos,Web Developer,Nigeria,Lagos,,,100000.0,80000.0,Monthly,1.0,Full-time,,Full Stack Developer,"['MySQL', 'Go', 'CSS', 'SQL', 'Python', 'PHP', 'ML', 'R', 'MongoDB', 'D', 'server', 'C', 'Excel', 'HTML', 'Java']"
Lemonade Technology Inc,Nigeria,Web Developer,Nigeria,Nigeria,,,,,,4.0,,,Backend Engineer   Golang,"['Go', 'JSON', 'SQL', 'Git', 'D', 'PostgreSQL', 'Docker']"
Co-creation Hub,Lagos,Web Developer,Nigeria,Lagos,,,,,,4.0,,,DevOps Engineer,"['DevOps', 'Git', 'AWS', 'PHP', 'server', 'D', 'C', 'Docker', 'Java']"
Field Intelligence,Abuja,Web Developer,Nigeria,Abuja,,,,,,4.0,,,Product Manager,"['client', 'R', 'D', 'C', 'Excel']"
Okra,Lagos,Web Developer,Nigeria,Lagos,,,,,,5.0,,,Full Stack Lead,"['SQL', 'R', 'MongoDB', 'D', 'Javascript', 'NoSQL', 'Java']"
Start Innovation Hub,Uyo,Web Developer,Nigeria,Uyo,,,,,,8.0,,postgraduate,Marketer,"['Go', 'MS Office', 'BA', 'R', 'D', 'C', 'Excel']"
Renmoney,Lagos,Web Developer,Nigeria,Lagos,,,,,,,,undergraduate,DevOps Engineer,"['D', 'DevOps', 'R']"
Canonical - Jobs,Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,,,undergraduate,Senior Web Developer   Workplace Engineering,['C']
PureWeb Technologies,Abuja,Web Developer,Nigeria,Abuja,,,,,,,,,Web Developer,['R']
PureWeb Technologies,Abuja,Web Developer,Nigeria,Abuja,,,,,,,,,Frontend Developer,['R']
Clinton Health Access Initiative,Abuja,Web Developer,Nigeria,Abuja,,Senior Level,,,,,,postgraduate,"Health Informatics Associate, West, Central & East Africa","['PowerPoint', 'Vi', 'PowerBI', 'Leadership', 'SQL', 'Interpersonal Skills', 'Tableau', 'D', 'C', 'Excel', 'Java']"
Wize-Solutions,Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,5.0,,undergraduate,Senior .Net Developer,"['client', 'SQL', '.NET', 'AWS', 'C#', 'R', 'MongoDB', 'D', 'C', 'Docker', 'NoSQL', 'Java']"
YNV Group,Lagos,Web Developer,Nigeria,Lagos,,Mid-Level,,,,4.0,,postgraduate,Developer Technical Lead,"['Go', 'CSS', 'SDLC', 'DevOps', 'SQL', '.NET', 'C#', 'ML', 'R', 'D', 'C', 'HTML', 'Java']"
Man Group,Plateau,Web Developer,Nigeria,Plateau,,,,,,,,,AHL Quant Developer,[]
Man Group,Plateau,Web Developer,Nigeria,Plateau,,,,,,,,,Execution Developer,[]
Bamboo,Lagos,Web Developer,Nigeria,Lagos,,,,,,,,,Quality Assurance Engineer,['R']
NASD,Lagos,Web Developer,Nigeria,Lagos,,,,,,3.0,,undergraduate,Software Developer,"['jQuery', 'asp', 'js', 'R', 'D', 'C', 'Excel', 'UI', 'Java']"
ByteWorks,Lagos,Web Developer,Nigeria,Lagos,,,,,,3.0,,,Full Stack Java Software Developers,"['Go', 'CSS', 'SDLC', 'asp', 'Git', 'ML', 'R', 'D', 'C', 'Excel', 'HTML', 'Java']"
TeamApt,Lagos,Web Developer,Nigeria,Lagos,,,,,,2.0,,,Technical Product Specialist,"['CSS', 'Node.js', 'Python', 'PHP', 'js', 'C#', 'ML', 'R', 'C', 'Excel', 'HTML', 'Java']"
TeamApt,Lagos,Web Developer,Nigeria,Lagos,,,,,,3.0,,,Technical Product Manager,"['C', 'Excel', 'asp']"
Dewsoft Systems,Lagos,Web Developer,Nigeria,Lagos,,,,,,3.0,,,Software and Web Developer / Middle Tier Developer,['R']
Kudi,Lekki,Web Developer,Nigeria,Lekki,,,,,,3.0,,undergraduate,Quality Assurance Engineer,['R']
ByteWorks,Abuja,Web Developer,Nigeria,Abuja,,,,,,3.0,,,FullStack Java Software Developers,"['Go', 'CSS', 'SDLC', 'asp', 'Git', 'ML', 'R', 'D', 'C', 'Excel', 'HTML', 'Java']"
ByteWorks,Lagos+1 location,Web Developer,Nigeria,Lagos+1 location,,,,,,3.0,,undergraduate,Full Stack Java Software Developer,"['Go', 'CSS', 'Excel', 'SDLC', 'asp', 'SQL', 'Git', 'ML', 'R', 'D', 'C', 'Docker', 'NoSQL', 'HTML', 'Java']"
Brave Achievers Foundation - The LightHouse...,Nigeria,Web Developer,Nigeria,Nigeria,,,,,,4.0,,,Webflow designer/developer,"['CSS', 'ML', 'R', 'C', 'UI', 'HTML']"
Bincom,Lagos,Web Developer,Nigeria,Lagos,,,,,,2.0,,,Bincom Dev Center Tech/Software Training Facilitator,['R']
Kuda,Lagos,Web Developer,Nigeria,Lagos,,,,,,2.0,,,Tech Support,"['SQL', 'Time management skill', '.NET', 'Git', 'C#', 'ML', 'R', 'C', 'HTML']"
Visteon Corporation,Plateau,Web Developer,Nigeria,Plateau,,,,,,5.0,,undergraduate,Full Stack Developer,"['MySQL', 'R', 'server', 'client', 'JSON', 'PostgreSQL', 'CSS', 'Databases', 'Node.js', 'Vi', 'SQL', 'AWS', 'ML', 'Express.js', 'C++', 'Java', 'Go', 'Python', 'Git', 'js', 'D', 'C', 'HTML']"
SQT Web Solutions,Abuja,Web Developer,Nigeria,Abuja,,Senior Level,,,,5.0,,postgraduate,Senior PHP Developers,['R']
SQT Web Solutions,Abuja,Web Developer,Nigeria,Abuja,,,,,,5.0,,,Unity developer,['R']
SHYFT Power Solutions,Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,5.0,,undergraduate,Senior Frontend Software Engineer,"['Vi', 'Node.js', 'Javascript', 'Git', 'AWS', 'js', 'R', 'InVision', 'D', 'C', 'Excel', 'Java']"
CrowdPharm,Sokoto+2 locations,Web Developer,Nigeria,Sokoto+2 locations,,,,,,5.0,,,"Creators with Pharmaceutical, Healthcare, or Medical Experie...","['PowerPoint', 'C', 'http']"
Gloopro,Lekki,Web Developer,Nigeria,Lekki,,Senior Level,,,,4.0,,,Senior Product Designer,"['Vi', 'InVision', 'D', 'Excel', 'UI']"
Bincom,Lagos,Web Developer,Nigeria,Lagos,,,,,,4.0,,,Python Trainee Developer,"['C', 'R', 'Software development']"
Bincom,Lagos,Web Developer,Nigeria,Lagos,,,,,,1.0,,,Industrial Attachment Vacancies,"['C', 'R', 'Software development']"
Bincom,Lagos,Web Developer,Nigeria,Lagos,,,,,,1.0,,,Trainee Mobile App Developer,"['C', 'R']"
New Horizons Nigeria,Nigeria,Web Developer,Nigeria,Nigeria,,,,,,2.0,Full-time,undergraduate,Front End Developer,"['CSS', 'BA', 'ML', 'R', 'D', 'Statistics', 'C', 'Excel', 'HTML', 'Java']"
Bincom,Lagos,Web Developer,Nigeria,Lagos,,,,,,1.0,,,Trainee Developer PHP/MYSQL,"['C', 'R']"
PureSoft Technologies,Abuja,Web Developer,Nigeria,Abuja,,,,,,1.0,Contract,,Web Developer,"['C', 'R']"
PureSoft Technologies,Abuja,Web Developer,Nigeria,Abuja,,,,,,1.0,Contract,,Frontend Developer,"['C', 'R']"
Co-Creation Hub,Lagos,Web Developer,Nigeria,Lagos,,,,,,1.0,,undergraduate,Node.Js Developer,"['Git', 'ML', 'C', 'Javascript', 'HTML', 'Java']"
Co-Creation Hub,Lagos,Web Developer,Nigeria,Lagos,,,,,,1.0,,undergraduate,"Software Developer, E Estates","['BA', 'Javascript', 'SQL', 'PHP', 'AWS', 'node', 'R', 'D', 'C', 'Excel', 'Java']"
Co-Creation Hub,Lagos,Web Developer,Nigeria,Lagos,,Senior Level,,,,2.0,,,Animator,['C']
SpacePointe,Nigeria,Web Developer,Nigeria,Nigeria,,Senior Level,,,,5.0,,undergraduate,Senior PHP Developer,"['mongo', 'CSS', 'BA', 'SQL', 'angular', 'Git', 'PHP', 'ML', 'server', 'C', 'NoSQL', 'HTML', 'Java']"
SpacePointe,Lagos,Web Developer,Nigeria,Lagos,,,,,,5.0,,postgraduate,DIRECTOR OF SOFTWARE DEVELOPMENT,"['D', 'C', 'R']"
SoftSkan,Nigeria,Web Developer,Nigeria,Nigeria,,,,,,5.0,,undergraduate,PHP Developer,"['Go', 'CSS', 'SQL', 'PHP', 'ML', 'D', 'C', 'Javascript', 'HTML', 'Java']"
Dreamlabs,Abuja,Web Developer,Nigeria,Abuja,,,,,,3.0,,,Full Stack Web Developer,"['SQL', 'UX', 'PHP', 'D', 'C', 'UI', 'Java']"
Dreamlabs,Abuja,Web Developer,Nigeria,Abuja,,,,,,3.0,,,Mobile Application Developer,"['Node.js', 'SQL', 'UX', 'js', 'R', 'D', 'C', 'Javascript', 'UI', 'Java']"
Acumento,Nigeria,Web Developer,Nigeria,Nigeria,,Senior Level,,,,3.0,,undergraduate,Software Developer,['R']
Megated ICT Academy,Lagos,Web Developer,Nigeria,Lagos,,,,,,2.0,,,Web / Graphics Designer,"['CSS', 'XML', 'ML', 'R', 'D', 'C', 'UI', 'HTML', 'Java']"
Co-Creation Hub,Lagos,Web Developer,Nigeria,Lagos,,Mid-Level,,,,1.0,Full-time,undergraduate,Full Stack Developer,['R']
iConcepts,Lagos,Web Developer,Nigeria,Lagos,,,,,,4.0,,undergraduate,React Native Developer,['R']
Parkway Projects,Yaba,Web Developer,Nigeria,Yaba,,,,,,3.0,,undergraduate,Software Developer,"['WCF', 'CSS', '.NET', 'XML', 'ML', 'C', 'HTML', 'Java']"
WebCard Technology Consulting,Lagos,Web Developer,Nigeria,Lagos,,Entry Level,,,,3.0,,,Web Developer,['R']
Co-Creation Hub,Lagos,Web Developer,Nigeria,Lagos,,,,,,3.0,,,"Frontend React JS Developer, Doctoora",['R']
Primeguage Solutions Limited,Abuja,Data Analyst,Nigeria,Abuja,,Senior Level,,,,4.0,Full-time,postgraduate,IT Business Analyst,"['client', 'BA', 'SQL', 'R', 'D', 'C', 'Excel']"
[AI] Analytics Intelligence,Lagos,Data Analyst,Nigeria,Lagos,,Senior Level,,,,3.0,Full-time,,Digital Marketing Analyst,"['Google Analytics', 'Marketing', 'Go', 'R', 'SEO', 'Tableau', 'D', 'C', 'Excel']"
Maersk,Lagos,Data Analyst,Nigeria,Lagos,,,,,,3.0,,undergraduate,Data Analyst,"['Vi', 'ETL', 'SQL', 'Python', 'XML', 'ML', 'Tableau', 'D', 'Statistics', 'C', 'Javascript', 'Java']"
Prowedge Limited,Lagos,Data Analyst,Nigeria,Lagos,,,,200000.0,Monthly,5.0,Full-time,postgraduate,DATA ANALYST,['R']
GVA Partners,Lagos,Data Analyst,Nigeria,Lagos,,,,,,6.0,Full-time,undergraduate,Data Analyst,"['Team building', 'ETL', 'SQL', 'Statistics', 'SPSS', 'Initiative', 'XML', 'Analytical Skills', 'Interpersonal Skills', 'ML', 'R', 'D', 'SAS', 'C', 'Excel', 'Java']"
Horizonpay Nigeria Limited,Lagos,Data Analyst,Nigeria,Lagos,,,,700000.0,Monthly,3.0,Full-time,undergraduate,Full stack developer,['R']
Sundry Foods Limited,Rivers,Data Analyst,Nigeria,Rivers,,,,,,3.0,,,Data Analyst,"['Analytical Skills', 'R', 'Tableau', 'D', 'Statistics', 'C', 'Excel', 'Presentation']"
Interswitch,Lagos,Data Analyst,Nigeria,Lagos,,,,,,5.0,,undergraduate,"Enterprise Automation, Business Analyst","['SQL', 'R', 'Project Management', 'D', 'C']"
Whogohost,Lagos,Data Analyst,Nigeria,Lagos,,Senior Level,450000.0,400000.0,Monthly,5.0,Full-time,undergraduate,Senior Financial Analyst,"['Go', 'Resource Planning', 'client', 'MS Office', 'asp', 'BA', 'R', 'D', 'C']"
GVA Partners,Lagos,Data Analyst,Nigeria,Lagos,,,,,,6.0,Full-time,undergraduate,Data Engineer,"['Go', 'Vi', 'ETL', 'SSI', 'SQL', 'Machine Learning', 'Data Visualization', 'R', 'D', 'Deep Learning', 'NLP']"
,Lagos+1 location,Data Analyst,Nigeria,Lagos+1 location,,,,,,4.0,,,Full Stack Developer,"['Organizational', 'jQuery', 'CSS', 'SQL', 'Git', 'XML', 'ML', 'R', 'D', 'C', 'Excel', 'NoSQL', 'HTML', 'Java']"
